Source;Target;Id;linkname
3282;5799;33500;3282->5799
3282;6568;33501;3282->6568
3282;6600;33502;3282->6600
3282;7217;33503;3282->7217
3282;7251;33504;3282->7251
3282;7287;33505;3282->7287
3282;7348;33506;3282->7348
3282;7865;33507;3282->7865
3282;8411;33508;3282->8411
3282;8691;33509;3282->8691
3283;1209;33510;3283->1209
3283;3276;33511;3283->3276
3283;3288;33512;3283->3288
3283;3343;33513;3283->3343
3283;3361;33514;3283->3361
3283;3980;33515;3283->3980
3283;4006;33516;3283->4006
3283;7218;33517;3283->7218
3284;3318;33518;3284->3318
3284;3320;33519;3284->3320
3284;10013;33520;3284->10013
3285;1488;33521;3285->1488
3285;2755;33522;3285->2755
3285;3288;33523;3285->3288
3285;3343;33524;3285->3343
3285;3344;33525;3285->3344
3285;3964;33526;3285->3964
3285;4302;33527;3285->4302
3285;4484;33528;3285->4484
3285;5723;33529;3285->5723
3285;6822;33530;3285->6822
3285;6997;33531;3285->6997
3285;7186;33532;3285->7186
3285;7210;33533;3285->7210
3285;8198;33534;3285->8198
3286;3338;33535;3286->3338
3286;3343;33536;3286->3343
3286;3344;33537;3286->3344
3286;3361;33538;3286->3361
3286;3365;33539;3286->3365
3286;7346;33540;3286->7346
3286;10922;33541;3286->10922
3287;1804;33542;3287->1804
3287;3274;33543;3287->3274
3287;3276;33544;3287->3276
3287;3287;33545;3287->3287
3287;3313;33546;3287->3313
3287;3343;33547;3287->3343
3287;3361;33548;3287->3361
3287;3363;33549;3287->3363
3287;3371;33550;3287->3371
3287;3388;33551;3287->3388
3287;3389;33552;3287->3389
3287;6801;33553;3287->6801
3287;7348;33554;3287->7348
3288;773;33555;3288->773
3288;2614;33556;3288->2614
3288;2649;33557;3288->2649
3288;2680;33558;3288->2680
3288;2808;33559;3288->2808
3288;3278;33560;3288->3278
3288;3299;33561;3288->3299
3288;3339;33562;3288->3339
3288;3343;33563;3288->3343
3288;3369;33564;3288->3369
3288;3964;33565;3288->3964
3288;3980;33566;3288->3980
3288;3995;33567;3288->3995
3288;4202;33568;3288->4202
3288;4224;33569;3288->4224
3288;4275;33570;3288->4275
3288;4468;33571;3288->4468
3288;4662;33572;3288->4662
3288;4710;33573;3288->4710
3288;5327;33574;3288->5327
3288;6003;33575;3288->6003
3288;6080;33576;3288->6080
3288;6632;33577;3288->6632
3288;7225;33578;3288->7225
3288;7316;33579;3288->7316
3288;7348;33580;3288->7348
3288;7862;33581;3288->7862
3288;7928;33582;3288->7928
3288;7963;33583;3288->7963
3288;7967;33584;3288->7967
3288;8114;33585;3288->8114
3288;8119;33586;3288->8119
3288;8635;33587;3288->8635
3288;10830;33588;3288->10830
3288;10837;33589;3288->10837
3288;10862;33590;3288->10862
3288;10912;33591;3288->10912
3288;11054;33592;3288->11054
3288;11132;33593;3288->11132
3288;11287;33594;3288->11287
3289;514;33595;3289->514
3289;1596;33596;3289->1596
3289;1729;33597;3289->1729
3289;4611;33598;3289->4611
3289;6312;33599;3289->6312
3289;6319;33600;3289->6319
3289;6322;33601;3289->6322
3289;6331;33602;3289->6331
3289;6697;33603;3289->6697
3289;7299;33604;3289->7299
3289;7305;33605;3289->7305
3289;7367;33606;3289->7367
3289;7371;33607;3289->7371
3290;1477;33608;3290->1477
3290;1482;33609;3290->1482
3290;3306;33610;3290->3306
3290;3313;33611;3290->3313
3290;3343;33612;3290->3343
3290;3356;33613;3290->3356
3290;3361;33614;3290->3361
3290;3384;33615;3290->3384
3290;3776;33616;3290->3776
3290;4640;33617;3290->4640
3290;5014;33618;3290->5014
3290;7317;33619;3290->7317
3290;7348;33620;3290->7348
3291;1382;33621;3291->1382
3291;2406;33622;3291->2406
3291;2639;33623;3291->2639
3291;3277;33624;3291->3277
3291;3304;33625;3291->3304
3291;3390;33626;3291->3390
3291;3392;33627;3291->3392
3291;6179;33628;3291->6179
3291;7761;33629;3291->7761
3291;7819;33630;3291->7819
3292;3036;33631;3292->3036
3292;3280;33632;3292->3280
3292;3308;33633;3292->3308
3292;3337;33634;3292->3337
3292;3390;33635;3292->3390
3292;3407;33636;3292->3407
3292;5423;33637;3292->5423
3292;7564;33638;3292->7564
3292;7758;33639;3292->7758
3293;590;33640;3293->590
3293;1205;33641;3293->1205
3293;2086;33642;3293->2086
3293;3150;33643;3293->3150
3293;3159;33644;3293->3159
3293;3292;33645;3293->3292
3293;3320;33646;3293->3320
3293;3337;33647;3293->3337
3294;979;33648;3294->979
3294;1817;33649;3294->1817
3294;4627;33650;3294->4627
3294;4746;33651;3294->4746
3294;6,00E+03;33652;3294->6000
3294;7452;33653;3294->7452
3294;9091;33654;3294->9091
3294;9878;33655;3294->9878
3294;10016;33656;3294->10016
3295;3280;33657;3295->3280
3295;3320;33658;3295->3320
3296;3278;33659;3296->3278
3296;3281;33660;3296->3281
3296;10862;33661;3296->10862
3296;10968;33662;3296->10968
3296;11113;33663;3296->11113
3296;11132;33664;3296->11132
3297;3343;33665;3297->3343
3297;3361;33666;3297->3361
3297;3389;33667;3297->3389
3297;3409;33668;3297->3409
3297;11186;33669;3297->11186
3298;424;33670;3298->424
3298;524;33671;3298->524
3298;1382;33672;3298->1382
3298;1383;33673;3298->1383
3298;1804;33674;3298->1804
3298;1843;33675;3298->1843
3298;2406;33676;3298->2406
3298;3291;33677;3298->3291
3298;7600;33678;3298->7600
3298;8647;33679;3298->8647
3299;403;33680;3299->403
3299;3288;33681;3299->3288
3299;3314;33682;3299->3314
3299;3343;33683;3299->3343
3299;3353;33684;3299->3353
3299;3361;33685;3299->3361
3299;3369;33686;3299->3369
3299;3397;33687;3299->3397
3299;3750;33688;3299->3750
3299;4034;33689;3299->4034
3299;4088;33690;3299->4088
3299;4209;33691;3299->4209
3299;7115;33692;3299->7115
3299;7186;33693;3299->7186
3299;7303;33694;3299->7303
3299;7928;33695;3299->7928
3299;8198;33696;3299->8198
3299;10867;33697;3299->10867
3299;11054;33698;3299->11054
3300;2649;33699;3300->2649
3300;3278;33700;3300->3278
3300;3288;33701;3300->3288
3300;3317;33702;3300->3317
3300;3338;33703;3300->3338
3300;3339;33704;3300->3339
3300;3343;33705;3300->3343
3300;3344;33706;3300->3344
3300;3345;33707;3300->3345
3300;3369;33708;3300->3369
3300;3398;33709;3300->3398
3300;3709;33710;3300->3709
3300;3980;33711;3300->3980
3300;4209;33712;3300->4209
3300;4430;33713;3300->4430
3300;5007;33714;3300->5007
3300;6801;33715;3300->6801
3300;7251;33716;3300->7251
3300;7287;33717;3300->7287
3300;7316;33718;3300->7316
3300;7335;33719;3300->7335
3300;10862;33720;3300->10862
3301;2892;33721;3301->2892
3302;629;33722;3302->629
3302;3164;33723;3302->3164
3302;4745;33724;3302->4745
3302;5548;33725;3302->5548
3303;1307;33726;3303->1307
3303;1518;33727;3303->1518
3303;1720;33728;3303->1720
3303;1925;33729;3303->1925
3303;1995;33730;3303->1995
3303;2131;33731;3303->2131
3303;3073;33732;3303->3073
3303;3334;33733;3303->3334
3303;3373;33734;3303->3373
3303;3903;33735;3303->3903
3303;4035;33736;3303->4035
3303;4082;33737;3303->4082
3303;4155;33738;3303->4155
3303;4438;33739;3303->4438
3303;4468;33740;3303->4468
3303;4621;33741;3303->4621
3303;4662;33742;3303->4662
3303;4713;33743;3303->4713
3303;5327;33744;3303->5327
3303;6786;33745;3303->6786
3303;6798;33746;3303->6798
3303;8721;33747;3303->8721
3303;10824;33748;3303->10824
3304;1382;33749;3304->1382
3304;2719;33750;3304->2719
3304;3280;33751;3304->3280
3304;3291;33752;3304->3291
3304;3330;33753;3304->3330
3304;3371;33754;3304->3371
3304;3390;33755;3304->3390
3304;3392;33756;3304->3392
3304;4153;33757;3304->4153
3304;7353;33758;3304->7353
3304;7833;33759;3304->7833
3304;7906;33760;3304->7906
3304;7911;33761;3304->7911
3304;8023;33762;3304->8023
3304;10782;33763;3304->10782
3305;3275;33764;3305->3275
3305;3278;33765;3305->3278
3305;3338;33766;3305->3338
3305;3339;33767;3305->3339
3305;3344;33768;3305->3344
3305;3365;33769;3305->3365
3305;3371;33770;3305->3371
3305;3375;33771;3305->3375
3305;3409;33772;3305->3409
3305;3980;33773;3305->3980
3305;4209;33774;3305->4209
3305;4696;33775;3305->4696
3305;10937;33776;3305->10937
3306;1472;33777;3306->1472
3306;2649;33778;3306->2649
3306;2778;33779;3306->2778
3306;3143;33780;3306->3143
3306;3278;33781;3306->3278
3306;3288;33782;3306->3288
3306;3299;33783;3306->3299
3306;3328;33784;3306->3328
3306;3344;33785;3306->3344
3306;4009;33786;3306->4009
3306;4202;33787;3306->4202
3306;5658;33788;3306->5658
3306;6822;33789;3306->6822
3306;7674;33790;3306->7674
3306;7697;33791;3306->7697
3306;8018;33792;3306->8018
3306;8284;33793;3306->8284
3306;10777;33794;3306->10777
3306;11054;33795;3306->11054
3306;11113;33796;3306->11113
3306;11186;33797;3306->11186
3307;6258;33798;3307->6258
3307;9583;33799;3307->9583
3307;10286;33800;3307->10286
3308;3280;33801;3308->3280
3308;3291;33802;3308->3291
3308;3292;33803;3308->3292
3308;3304;33804;3308->3304
3308;3390;33805;3308->3390
3308;3392;33806;3308->3392
3308;10013;33807;3308->10013
3309;744;33808;3309->744
3309;780;33809;3309->780
3309;3311;33810;3309->3311
3309;3820;33811;3309->3820
3309;5285;33812;3309->5285
3309;5303;33813;3309->5303
3309;6487;33814;3309->6487
3309;6994;33815;3309->6994
3309;7892;33816;3309->7892
3309;10423;33817;3309->10423
3310;426;33818;3310->426
3310;596;33819;3310->596
3310;1640;33820;3310->1640
3310;2242;33821;3310->2242
3310;2649;33822;3310->2649
3310;3174;33823;3310->3174
3310;3203;33824;3310->3203
3310;4007;33825;3310->4007
3310;4391;33826;3310->4391
3310;4439;33827;3310->4439
3310;4662;33828;3310->4662
3310;5658;33829;3310->5658
3310;6208;33830;3310->6208
3310;6786;33831;3310->6786
3310;6817;33832;3310->6817
3310;7001;33833;3310->7001
3310;8862;33834;3310->8862
3310;9918;33835;3310->9918
3311;781;33836;3311->781
3311;2480;33837;3311->2480
3311;3362;33838;3311->3362
3311;3367;33839;3311->3367
3311;3379;33840;3311->3379
3311;4675;33841;3311->4675
3311;5305;33842;3311->5305
3311;5752;33843;3311->5752
3311;8028;33844;3311->8028
3312;7187;33845;3312->7187
3312;7346;33846;3312->7346
3312;7348;33847;3312->7348
3313;3287;33848;3313->3287
3313;3288;33849;3313->3288
3313;3313;33850;3313->3313
3313;3344;33851;3313->3344
3313;3371;33852;3313->3371
3313;3378;33853;3313->3378
3313;3383;33854;3313->3383
3313;3409;33855;3313->3409
3313;6822;33856;3313->6822
3313;7287;33857;3313->7287
3313;7317;33858;3313->7317
3313;7346;33859;3313->7346
3313;7348;33860;3313->7348
3313;11238;33861;3313->11238
3314;2271;33862;3314->2271
3314;3288;33863;3314->3288
3314;3299;33864;3314->3299
3314;3343;33865;3314->3343
3314;3356;33866;3314->3356
3314;4006;33867;3314->4006
3314;7225;33868;3314->7225
3315;424;33869;3315->424
3315;3334;33870;3315->3334
3315;5944;33871;3315->5944
3315;7074;33872;3315->7074
3316;21;33873;3316->21
3316;512;33874;3316->512
3316;2600;33875;3316->2600
3316;3717;33876;3316->3717
3316;4588;33877;3316->4588
3316;7214;33878;3316->7214
3316;7312;33879;3316->7312
3316;10934;33880;3316->10934
3316;11039;33881;3316->11039
3316;11207;33882;3316->11207
3317;3343;33883;3317->3343
3317;3353;33884;3317->3353
3317;3361;33885;3317->3361
3317;3396;33886;3317->3396
3317;3980;33887;3317->3980
3317;4006;33888;3317->4006
3317;4484;33889;3317->4484
3317;6801;33890;3317->6801
3317;11131;33891;3317->11131
3318;1520;33892;3318->1520
3318;3280;33893;3318->3280
3318;3320;33894;3318->3320
3318;3396;33895;3318->3396
3319;2877;33896;3319->2877
3320;3295;33897;3320->3295
3320;3304;33898;3320->3304
3320;10013;33899;3320->10013
3321;1704;33900;3321->1704
3321;3311;33901;3321->3311
3321;3367;33902;3321->3367
3321;3379;33903;3321->3379
3321;3380;33904;3321->3380
3321;4102;33905;3321->4102
3321;4192;33906;3321->4192
3321;5339;33907;3321->5339
3321;5841;33908;3321->5841
3322;3344;33909;3322->3344
3322;3387;33910;3322->3387
3322;3750;33911;3322->3750
3322;7346;33912;3322->7346
3322;9935;33913;3322->9935
3323;2265;33914;3323->2265
3323;3318;33915;3323->3318
3323;3999;33916;3323->3999
3323;5368;33917;3323->5368
3323;10013;33918;3323->10013
3324;4586;33919;3324->4586
3324;4728;33920;3324->4728
3324;5510;33921;3324->5510
3324;6375;33922;3324->6375
3324;7196;33923;3324->7196
3324;7292;33924;3324->7292
3324;7311;33925;3324->7311
3324;11037;33926;3324->11037
3325;1666;33927;3325->1666
3325;4353;33928;3325->4353
3325;4354;33929;3325->4354
3325;4359;33930;3325->4359
3325;4984;33931;3325->4984
3325;5014;33932;3325->5014
3325;6352;33933;3325->6352
3325;6358;33934;3325->6358
3325;7229;33935;3325->7229
3325;11018;33936;3325->11018
3325;11037;33937;3325->11037
3325;11128;33938;3325->11128
3326;1697;33939;3326->1697
3326;1741;33940;3326->1741
3326;1797;33941;3326->1797
3326;2245;33942;3326->2245
3326;2274;33943;3326->2274
3326;3332;33944;3326->3332
3326;3373;33945;3326->3373
3326;7865;33946;3326->7865
3326;8647;33947;3326->8647
3326;8864;33948;3326->8864
3326;10092;33949;3326->10092
3326;10223;33950;3326->10223
3327;3288;33951;3327->3288
3327;3338;33952;3327->3338
3327;3343;33953;3327->3343
3327;3344;33954;3327->3344
3327;3365;33955;3327->3365
3327;3397;33956;3327->3397
3327;4034;33957;3327->4034
3327;4088;33958;3327->4088
3328;3287;33959;3328->3287
3328;3300;33960;3328->3300
3328;3344;33961;3328->3344
3328;3369;33962;3328->3369
3328;3389;33963;3328->3389
3328;3882;33964;3328->3882
3328;3975;33965;3328->3975
3328;4014;33966;3328->4014
3328;4032;33967;3328->4032
3328;4040;33968;3328->4040
3328;4079;33969;3328->4079
3328;4149;33970;3328->4149
3328;4272;33971;3328->4272
3328;4996;33972;3328->4996
3328;6801;33973;3328->6801
3328;7162;33974;3328->7162
3328;7287;33975;3328->7287
3329;994;33976;3329->994
3329;998;33977;3329->998
3329;1140;33978;3329->1140
3329;1263;33979;3329->1263
3329;1462;33980;3329->1462
3329;1520;33981;3329->1520
3329;1701;33982;3329->1701
3329;1737;33983;3329->1737
3329;1920;33984;3329->1920
3329;3253;33985;3329->3253
3329;3280;33986;3329->3280
3329;3326;33987;3329->3326
3329;3335;33988;3329->3335
3329;3377;33989;3329->3377
3329;3872;33990;3329->3872
3329;6023;33991;3329->6023
3329;6666;33992;3329->6666
3329;6902;33993;3329->6902
3329;7202;33994;3329->7202
3329;8758;33995;3329->8758
3329;8874;33996;3329->8874
3329;10013;33997;3329->10013
3329;10223;33998;3329->10223
3329;10645;33999;3329->10645
3330;41;34000;3330->41
3330;3304;34001;3330->3304
3330;3330;34002;3330->3330
3330;3392;34003;3330->3392
3330;3740;34004;3330->3740
3330;4153;34005;3330->4153
3330;5599;34006;3330->5599
3330;6256;34007;3330->6256
3330;7175;34008;3330->7175
3330;7208;34009;3330->7208
3330;7254;34010;3330->7254
3330;7324;34011;3330->7324
3330;7352;34012;3330->7352
3330;7353;34013;3330->7353
3330;7359;34014;3330->7359
3330;7406;34015;3330->7406
3330;9117;34016;3330->9117
3331;3405;34017;3331->3405
3331;4484;34018;3331->4484
3331;7251;34019;3331->7251
3331;7303;34020;3331->7303
3332;132;34021;3332->132
3332;536;34022;3332->536
3332;936;34023;3332->936
3332;1706;34024;3332->1706
3332;6754;34025;3332->6754
3332;7926;34026;3332->7926
3332;8478;34027;3332->8478
3332;8841;34028;3332->8841
3332;8874;34029;3332->8874
3332;9051;34030;3332->9051
3332;9101;34031;3332->9101
3332;9723;34032;3332->9723
3332;10009;34033;3332->10009
3332;10146;34034;3332->10146
3332;10226;34035;3332->10226
3332;10270;34036;3332->10270
3332;10603;34037;3332->10603
3333;994;34038;3333->994
3333;2274;34039;3333->2274
3333;2311;34040;3333->2311
3333;2493;34041;3333->2493
3333;6666;34042;3333->6666
3333;6786;34043;3333->6786
3333;8671;34044;3333->8671
3333;9065;34045;3333->9065
3333;10174;34046;3333->10174
3334;82;34047;3334->82
3334;1308;34048;3334->1308
3334;2215;34049;3334->2215
3334;2274;34050;3334->2274
3334;2487;34051;3334->2487
3334;2649;34052;3334->2649
3334;4153;34053;3334->4153
3334;6256;34054;3334->6256
3334;6777;34055;3334->6777
3334;7348;34056;3334->7348
3335;1463;34057;3335->1463
3335;1640;34058;3335->1640
3335;1775;34059;3335->1775
3335;2274;34060;3335->2274
3335;5879;34061;3335->5879
3335;7015;34062;3335->7015
3335;7228;34063;3335->7228
3336;3288;34064;3336->3288
3336;3300;34065;3336->3300
3336;3343;34066;3336->3343
3336;3345;34067;3336->3345
3336;3361;34068;3336->3361
3336;3369;34069;3336->3369
3336;3980;34070;3336->3980
3336;4149;34071;3336->4149
3336;5008;34072;3336->5008
3336;7115;34073;3336->7115
3336;7316;34074;3336->7316
3336;11173;34075;3336->11173
3337;2639;34076;3337->2639
3337;3036;34077;3337->3036
3337;3291;34078;3337->3291
3337;3292;34079;3337->3292
3337;3352;34080;3337->3352
3337;3390;34081;3337->3390
3337;7819;34082;3337->7819
3338;3274;34083;3338->3274
3338;3288;34084;3338->3288
3338;3300;34085;3338->3300
3338;3343;34086;3338->3343
3338;3344;34087;3338->3344
3338;3353;34088;3338->3353
3338;3365;34089;3338->3365
3338;3371;34090;3338->3371
3338;3388;34091;3338->3388
3338;4006;34092;3338->4006
3338;4088;34093;3338->4088
3338;4209;34094;3338->4209
3338;6801;34095;3338->6801
3338;7186;34096;3338->7186
3338;7204;34097;3338->7204
3338;7346;34098;3338->7346
3338;10922;34099;3338->10922
3338;11117;34100;3338->11117
3339;1506;34101;3339->1506
3339;3278;34102;3339->3278
3339;3288;34103;3339->3288
3339;3305;34104;3339->3305
3339;4209;34105;3339->4209
3339;11104;34106;3339->11104
3339;11108;34107;3339->11108
3339;11118;34108;3339->11118
3340;3278;34109;3340->3278
3340;3345;34110;3340->3345
3340;3697;34111;3340->3697
3340;10854;34112;3340->10854
3340;11115;34113;3340->11115
3340;11136;34114;3340->11136
3341;7233;34115;3341->7233
3341;7259;34116;3341->7259
3342;1506;34117;3342->1506
3342;3274;34118;3342->3274
3342;3278;34119;3342->3278
3342;3288;34120;3342->3288
3342;3313;34121;3342->3313
3342;3356;34122;3342->3356
3342;3358;34123;3342->3358
3342;3383;34124;3342->3383
3342;3389;34125;3342->3389
3342;3750;34126;3342->3750
3342;4009;34127;3342->4009
3342;6801;34128;3342->6801
3342;7187;34129;3342->7187
3342;7287;34130;3342->7287
3342;7306;34131;3342->7306
3342;7317;34132;3342->7317
3342;7335;34133;3342->7335
3342;7345;34134;3342->7345
3342;7346;34135;3342->7346
3342;7348;34136;3342->7348
3342;10838;34137;3342->10838
3342;10839;34138;3342->10839
3342;10891;34139;3342->10891
3342;11063;34140;3342->11063
3342;11201;34141;3342->11201
3343;72;34142;3343->72
3343;403;34143;3343->403
3343;1291;34144;3343->1291
3343;1495;34145;3343->1495
3343;1518;34146;3343->1518
3343;2515;34147;3343->2515
3343;2649;34148;3343->2649
3343;3007;34149;3343->3007
3343;3095;34150;3343->3095
3343;3287;34151;3343->3287
3343;3288;34152;3343->3288
3343;3297;34153;3343->3297
3343;3313;34154;3343->3313
3343;3317;34155;3343->3317
3343;3338;34156;3343->3338
3343;3344;34157;3343->3344
3343;3353;34158;3343->3353
3343;3356;34159;3343->3356
3343;3361;34160;3343->3361
3343;3375;34161;3343->3375
3343;3409;34162;3343->3409
3343;3899;34163;3343->3899
3343;3980;34164;3343->3980
3343;4006;34165;3343->4006
3343;4034;34166;3343->4034
3343;4195;34167;3343->4195
3343;4385;34168;3343->4385
3343;4399;34169;3343->4399
3343;4431;34170;3343->4431
3343;4450;34171;3343->4450
3343;4662;34172;3343->4662
3343;4710;34173;3343->4710
3343;4711;34174;3343->4711
3343;4926;34175;3343->4926
3343;5583;34176;3343->5583
3343;5854;34177;3343->5854
3343;6080;34178;3343->6080
3343;6579;34179;3343->6579
3343;6632;34180;3343->6632
3343;6822;34181;3343->6822
3343;7291;34182;3343->7291
3343;7345;34183;3343->7345
3343;7348;34184;3343->7348
3343;7521;34185;3343->7521
3343;8658;34186;3343->8658
3343;10867;34187;3343->10867
3343;10953;34188;3343->10953
3343;11131;34189;3343->11131
3343;11287;34190;3343->11287
3344;1057;34191;3344->1057
3344;1695;34192;3344->1695
3344;1874;34193;3344->1874
3344;1902;34194;3344->1902
3344;3275;34195;3344->3275
3344;3276;34196;3344->3276
3344;3278;34197;3344->3278
3344;3286;34198;3344->3286
3344;3300;34199;3344->3300
3344;3305;34200;3344->3305
3344;3313;34201;3344->3313
3344;3338;34202;3344->3338
3344;3339;34203;3344->3339
3344;3342;34204;3344->3342
3344;3343;34205;3344->3343
3344;3355;34206;3344->3355
3344;3365;34207;3344->3365
3344;3409;34208;3344->3409
3344;3838;34209;3344->3838
3344;3974;34210;3344->3974
3344;3980;34211;3344->3980
3344;4014;34212;3344->4014
3344;4041;34213;3344->4041
3344;4079;34214;3344->4079
3344;4148;34215;3344->4148
3344;4173;34216;3344->4173
3344;4272;34217;3344->4272
3344;4273;34218;3344->4273
3344;4381;34219;3344->4381
3344;4398;34220;3344->4398
3344;4399;34221;3344->4399
3344;4401;34222;3344->4401
3344;4423;34223;3344->4423
3344;4430;34224;3344->4430
3344;4447;34225;3344->4447
3344;4460;34226;3344->4460
3344;4696;34227;3344->4696
3344;4711;34228;3344->4711
3344;4712;34229;3344->4712
3344;6293;34230;3344->6293
3344;6568;34231;3344->6568
3344;6597;34232;3344->6597
3344;7200;34233;3344->7200
3344;7306;34234;3344->7306
3344;7335;34235;3344->7335
3344;7346;34236;3344->7346
3344;7348;34237;3344->7348
3344;7615;34238;3344->7615
3344;7692;34239;3344->7692
3344;7771;34240;3344->7771
3344;7922;34241;3344->7922
3344;8264;34242;3344->8264
3344;8647;34243;3344->8647
3344;9905;34244;3344->9905
3344;10876;34245;3344->10876
3344;10877;34246;3344->10877
3344;10946;34247;3344->10946
3344;10968;34248;3344->10968
3344;10977;34249;3344->10977
3344;11055;34250;3344->11055
3344;11056;34251;3344->11056
3344;11060;34252;3344->11060
3344;11061;34253;3344->11061
3344;11094;34254;3344->11094
3344;11246;34255;3344->11246
3345;1506;34256;3345->1506
3345;3339;34257;3345->3339
3345;3344;34258;3345->3344
3345;3371;34259;3345->3371
3345;3974;34260;3345->3974
3345;3980;34261;3345->3980
3345;4381;34262;3345->4381
3345;4450;34263;3345->4450
3345;4696;34264;3345->4696
3345;5009;34265;3345->5009
3345;6739;34266;3345->6739
3345;7203;34267;3345->7203
3345;7251;34268;3345->7251
3345;7303;34269;3345->7303
3345;7335;34270;3345->7335
3345;9884;34271;3345->9884
3345;11173;34272;3345->11173
3346;1263;34273;3346->1263
3346;3356;34274;3346->3356
3346;7185;34275;3346->7185
3346;7346;34276;3346->7346
3346;10938;34277;3346->10938
3347;4525;34278;3347->4525
3347;4529;34279;3347->4529
3347;11128;34280;3347->11128
3348;4,00E+03;34281;3348->4000
3349;4558;34282;3349->4558
3349;7110;34283;3349->7110
3349;7116;34284;3349->7116
3349;7237;34285;3349->7237
3350;5772;34286;3350->5772
3350;7156;34287;3350->7156
3350;11244;34288;3350->11244
3351;1647;34289;3351->1647
3351;2080;34290;3351->2080
3351;2268;34291;3351->2268
3351;3278;34292;3351->3278
3351;4484;34293;3351->4484
3351;7251;34294;3351->7251
3351;7287;34295;3351->7287
3351;7303;34296;3351->7303
3352;3036;34297;3352->3036
3352;3291;34298;3352->3291
3352;7558;34299;3352->7558
3352;7725;34300;3352->7725
3352;7756;34301;3352->7756
3352;7757;34302;3352->7757
3352;7758;34303;3352->7758
3352;7760;34304;3352->7760
3352;7761;34305;3352->7761
3352;7833;34306;3352->7833
3352;7982;34307;3352->7982
3352;8159;34308;3352->8159
3352;8359;34309;3352->8359
3352;9289;34310;3352->9289
3352;9949;34311;3352->9949
3353;3288;34312;3353->3288
3353;3299;34313;3353->3299
3353;3338;34314;3353->3338
3353;3343;34315;3353->3343
3353;3344;34316;3353->3344
3353;3361;34317;3353->3361
3353;3980;34318;3353->3980
3353;4149;34319;3353->4149
3353;10994;34320;3353->10994
3353;11131;34321;3353->11131
3354;1891;34322;3354->1891
3354;1902;34323;3354->1902
3354;1951;34324;3354->1951
3354;3278;34325;3354->3278
3354;3299;34326;3354->3299
3354;3343;34327;3354->3343
3354;4330;34328;3354->4330
3354;10867;34329;3354->10867
3354;11186;34330;3354->11186
3355;1445;34331;3355->1445
3355;1489;34332;3355->1489
3355;1490;34333;3355->1490
3355;3278;34334;3355->3278
3355;3344;34335;3355->3344
3355;3381;34336;3355->3381
3355;3399;34337;3355->3399
3355;3944;34338;3355->3944
3355;3980;34339;3355->3980
3355;10912;34340;3355->10912
3355;10946;34341;3355->10946
3355;11104;34342;3355->11104
3355;11132;34343;3355->11132
3356;443;34344;3356->443
3356;1477;34345;3356->1477
3356;1902;34346;3356->1902
3356;2509;34347;3356->2509
3356;2515;34348;3356->2515
3356;2699;34349;3356->2699
3356;2755;34350;3356->2755
3356;3285;34351;3356->3285
3356;3288;34352;3356->3288
3356;3290;34353;3356->3290
3356;3317;34354;3356->3317
3356;3343;34355;3356->3343
3356;3344;34356;3356->3344
3356;3346;34357;3356->3346
3356;3358;34358;3356->3358
3356;3404;34359;3356->3404
3356;3405;34360;3356->3405
3356;3409;34361;3356->3409
3356;3965;34362;3356->3965
3356;4032;34363;3356->4032
3356;4034;34364;3356->4034
3356;4202;34365;3356->4202
3356;4224;34366;3356->4224
3356;4431;34367;3356->4431
3356;4447;34368;3356->4447
3356;4996;34369;3356->4996
3356;5723;34370;3356->5723
3356;6111;34371;3356->6111
3356;6568;34372;3356->6568
3356;7187;34373;3356->7187
3356;7199;34374;3356->7199
3356;7223;34375;3356->7223
3356;7346;34376;3356->7346
3356;7521;34377;3356->7521
3356;7928;34378;3356->7928
3356;8198;34379;3356->8198
3356;8261;34380;3356->8261
3356;8262;34381;3356->8262
3356;8264;34382;3356->8264
3356;8439;34383;3356->8439
3356;8647;34384;3356->8647
3356;8756;34385;3356->8756
3356;10837;34386;3356->10837
3357;942;34387;3357->942
3357;3326;34388;3357->3326
3357;3332;34389;3357->3332
3357;3389;34390;3357->3389
3357;5849;34391;3357->5849
3357;6664;34392;3357->6664
3357;6754;34393;3357->6754
3357;6877;34394;3357->6877
3357;7369;34395;3357->7369
3357;7626;34396;3357->7626
3357;9437;34397;3357->9437
3357;9627;34398;3357->9627
3357;9774;34399;3357->9774
3357;10079;34400;3357->10079
3358;72;34401;3358->72
3358;2085;34402;3358->2085
3358;3300;34403;3358->3300
3358;3313;34404;3358->3313
3358;3328;34405;3358->3328
3358;3342;34406;3358->3342
3358;3361;34407;3358->3361
3358;3363;34408;3358->3363
3358;3378;34409;3358->3378
3358;3409;34410;3358->3409
3358;3946;34411;3358->3946
3358;4009;34412;3358->4009
3358;4174;34413;3358->4174
3358;4548;34414;3358->4548
3358;7348;34415;3358->7348
3358;7577;34416;3358->7577
3358;8262;34417;3358->8262
3358;9621;34418;3358->9621
3359;3351;34419;3359->3351
3359;3405;34420;3359->3405
3360;1445;34421;3360->1445
3360;1490;34422;3360->1490
3360;3278;34423;3360->3278
3360;3281;34424;3360->3281
3360;3296;34425;3360->3296
3360;3339;34426;3360->3339
3360;3399;34427;3360->3399
3360;3561;34428;3360->3561
3360;3882;34429;3360->3882
3360;3944;34430;3360->3944
3360;4209;34431;3360->4209
3360;4484;34432;3360->4484
3360;5487;34433;3360->5487
3360;7203;34434;3360->7203
